Id,zip,Geography,Total; Estimate; Households,Total; Margin of Error; Households,Median income (dollars); Estimate; Households,Median income (dollars); Margin of Error; Households
8600000US71725,71725,ZCTA5 71725,282,73,32917,7655
8600000US71726,71726,ZCTA5 71726,580,109,30522,2532
8600000US71730,71730,ZCTA5 71730,12981,344,39004,2535
8600000US71740,71740,ZCTA5 71740,532,117,47500,21975
8600000US71742,71742,ZCTA5 71742,2482,190,31580,2564
8600000US71743,71743,ZCTA5 71743,1673,157,33346,7710
8600000US71744,71744,ZCTA5 71744,1338,147,32203,3662
8600000US71745,71745,ZCTA5 71745,114,41,27500,6004
8600000US71747,71747,ZCTA5 71747,373,75,35054,5456
8600000US71749,71749,ZCTA5 71749,919,135,35457,5161
8600000US71751,71751,ZCTA5 71751,350,100,56389,22870
8600000US71752,71752,ZCTA5 71752,369,105,21576,7046
8600000US71753,71753,ZCTA5 71753,6658,316,40215,3311
8600000US71758,71758,ZCTA5 71758,191,89,51042,6828
8600000US71759,71759,ZCTA5 71759,235,60,39188,14417
8600000US71762,71762,ZCTA5 71762,1000,98,41591,9420
8600000US71763,71763,ZCTA5 71763,572,79,37273,6868
8600000US71764,71764,ZCTA5 71764,802,144,34063,5481
8600000US71765,71765,ZCTA5 71765,881,125,31042,8574
8600000US71766,71766,ZCTA5 71766,240,58,42955,12092
8600000US71770,71770,ZCTA5 71770,1332,173,29107,10812
8600000US71772,71772,ZCTA5 71772,0,11,-,**
8600000US71801,71801,ZCTA5 71801,5952,333,29690,4025
8600000US71820,71820,ZCTA5 71820,37,38,46359,51504
8600000US71822,71822,ZCTA5 71822,3583,219,42063,5748
8600000US71823,71823,ZCTA5 71823,21,14,34750,10868
8600000US71825,71825,ZCTA5 71825,318,97,51923,17321
8600000US71826,71826,ZCTA5 71826,473,78,30139,5805
8600000US71827,71827,ZCTA5 71827,279,83,28472,17503
8600000US71832,71832,ZCTA5 71832,3600,218,32448,3584
8600000US71833,71833,ZCTA5 71833,761,100,40257,4119
8600000US71834,71834,ZCTA5 71834,636,108,42115,18388
8600000US71835,71835,ZCTA5 71835,534,105,40205,3769
8600000US71836,71836,ZCTA5 71836,1190,127,34722,11153
8600000US71837,71837,ZCTA5 71837,1933,192,43426,4555
8600000US71838,71838,ZCTA5 71838,411,114,37554,18321
8600000US71839,71839,ZCTA5 71839,151,71,25197,11889
8600000US71841,71841,ZCTA5 71841,333,73,39219,22733
8600000US71842,71842,ZCTA5 71842,726,121,38875,9355
8600000US71845,71845,ZCTA5 71845,826,129,25956,6822
8600000US71846,71846,ZCTA5 71846,1262,129,43333,8921
8600000US71847,71847,ZCTA5 71847,215,67,29904,13929
8600000US71851,71851,ZCTA5 71851,931,110,32750,9175
8600000US71852,71852,ZCTA5 71852,3602,222,40701,1702
8600000US71853,71853,ZCTA5 71853,141,79,26161,4575
8600000US71854,71854,ZCTA5 71854,14226,431,40578,2024
8600000US71855,71855,ZCTA5 71855,222,107,36875,25856
8600000US71857,71857,ZCTA5 71857,2343,215,26250,6715
8600000US71858,71858,ZCTA5 71858,760,98,34722,8727
8600000US71859,71859,ZCTA5 71859,168,59,55833,22965
8600000US71860,71860,ZCTA5 71860,1151,161,29261,5782
8600000US71861,71861,ZCTA5 71861,796,137,52714,8928
8600000US71862,71862,ZCTA5 71862,248,89,27188,30246
8600000US71865,71865,ZCTA5 71865,95,30,43021,18555
8600000US71866,71866,ZCTA5 71866,187,57,36964,10234
8600000US71901,71901,ZCTA5 71901,11766,491,32595,2713
8600000US71909,71909,ZCTA5 71909,7584,335,53101,2468
8600000US71913,71913,ZCTA5 71913,18505,591,39684,2104
8600000US71921,71921,ZCTA5 71921,1337,152,34951,2961
8600000US71922,71922,ZCTA5 71922,76,33,21667,38196
8600000US71923,71923,ZCTA5 71923,5749,363,34725,3341
8600000US71929,71929,ZCTA5 71929,1645,170,45953,9387
8600000US71933,71933,ZCTA5 71933,502,129,59333,19830
8600000US71935,71935,ZCTA5 71935,283,79,23958,12424
8600000US71937,71937,ZCTA5 71937,735,83,31027,5521
8600000US71940,71940,ZCTA5 71940,707,68,31435,7446
8600000US71941,71941,ZCTA5 71941,868,90,45455,7425
8600000US71943,71943,ZCTA5 71943,1813,168,31368,2110
8600000US71944,71944,ZCTA5 71944,256,62,39667,6748
8600000US71945,71945,ZCTA5 71945,580,83,27750,9102
8600000US71949,71949,ZCTA5 71949,945,175,36829,17096
8600000US71950,71950,ZCTA5 71950,383,78,30843,2559
8600000US71952,71952,ZCTA5 71952,101,52,63750,79987
8600000US71953,71953,ZCTA5 71953,5935,285,34220,2463
8600000US71956,71956,ZCTA5 71956,711,162,31344,9649
8600000US71957,71957,ZCTA5 71957,1376,148,36635,3353
8600000US71958,71958,ZCTA5 71958,960,109,33929,7877
8600000US71959,71959,ZCTA5 71959,273,81,30087,7415
8600000US71960,71960,ZCTA5 71960,571,112,29602,9252
8600000US71961,71961,ZCTA5 71961,423,80,31960,3153
8600000US71962,71962,ZCTA5 71962,431,96,32017,4079
8600000US71964,71964,ZCTA5 71964,1431,217,36815,16215
8600000US71965,71965,ZCTA5 71965,78,35,25500,21136
8600000US71968,71968,ZCTA5 71968,1792,257,49969,6342
8600000US71969,71969,ZCTA5 71969,150,55,50833,23519
8600000US71970,71970,ZCTA5 71970,375,93,26189,4013
8600000US71971,71971,ZCTA5 71971,179,69,19531,17345
8600000US71972,71972,ZCTA5 71972,91,36,30625,38038
8600000US71973,71973,ZCTA5 71973,470,68,27266,3790
8600000US71998,71998,ZCTA5 71998,9,15,-,**
8600000US71999,71999,ZCTA5 71999,0,11,-,**
8600000US72001,72001,ZCTA5 72001,163,49,35486,23452
8600000US72002,72002,ZCTA5 72002,5087,307,55999,3570
8600000US72003,72003,ZCTA5 72003,349,59,63646,16222
8600000US72004,72004,ZCTA5 72004,475,63,31020,3234
8600000US72005,72005,ZCTA5 72005,71,30,16250,16078
8600000US72006,72006,ZCTA5 72006,1266,100,23561,5182
8600000US72007,72007,ZCTA5 72007,2262,227,60863,6497
8600000US72010,72010,ZCTA5 72010,2565,192,37144,3490
8600000US72011,72011,ZCTA5 72011,1406,134,53487,9634
8600000US72012,72012,ZCTA5 72012,4675,326,41892,7311
8600000US72013,72013,ZCTA5 72013,881,129,33566,10670
8600000US72014,72014,ZCTA5 72014,34,22,33750,20276
8600000US72015,72015,ZCTA5 72015,10413,386,47058,3990
8600000US72016,72016,ZCTA5 72016,1184,179,45284,5669
8600000US72017,72017,ZCTA5 72017,377,71,33644,2192
8600000US72019,72019,ZCTA5 72019,8837,313,70422,8771
8600000US72020,72020,ZCTA5 72020,1657,173,36571,7769
8600000US72021,72021,ZCTA5 72021,1678,150,27222,7259
8600000US72022,72022,ZCTA5 72022,6199,326,62242,5869
8600000US72023,72023,ZCTA5 72023,13230,392,58556,2765
8600000US72024,72024,ZCTA5 72024,1453,143,51514,7360
8600000US72025,72025,ZCTA5 72025,232,61,40926,7217
8600000US72026,72026,ZCTA5 72026,164,52,55000,28378
8600000US72027,72027,ZCTA5 72027,638,111,48095,10021
8600000US72029,72029,ZCTA5 72029,782,108,25868,2049
8600000US72030,72030,ZCTA5 72030,264,70,39545,29150
8600000US72031,72031,ZCTA5 72031,2643,218,31890,2149
8600000US72032,72032,ZCTA5 72032,11741,401,45723,2844
8600000US72034,72034,ZCTA5 72034,18130,538,52967,3955
8600000US72035,72035,ZCTA5 72035,0,11,-,**
8600000US72036,72036,ZCTA5 72036,367,77,20197,6832
8600000US72037,72037,ZCTA5 72037,9,9,31875,56108
8600000US72038,72038,ZCTA5 72038,16,9,90500,127058
8600000US72039,72039,ZCTA5 72039,919,116,34922,6065
8600000US72040,72040,ZCTA5 72040,1256,121,31860,9110
8600000US72041,72041,ZCTA5 72041,642,61,36090,4512
8600000US72042,72042,ZCTA5 72042,1985,176,31673,3860
8600000US72044,72044,ZCTA5 72044,329,81,58977,19672
8600000US72045,72045,ZCTA5 72045,496,120,50833,41218
8600000US72046,72046,ZCTA5 72046,1860,161,34918,4984
8600000US72047,72047,ZCTA5 72047,326,81,49392,9215
8600000US72048,72048,ZCTA5 72048,19,12,48125,51101
8600000US72051,72051,ZCTA5 72051,241,81,30917,13337
8600000US72055,72055,ZCTA5 72055,333,59,40938,10708
8600000US72057,72057,ZCTA5 72057,360,86,39737,18029
8600000US72058,72058,ZCTA5 72058,5636,252,57861,5054
8600000US72059,72059,ZCTA5 72059,21,24,-,**
8600000US72060,72060,ZCTA5 72060,187,59,23281,7380
8600000US72061,72061,ZCTA5 72061,47,17,87031,20222
8600000US72063,72063,ZCTA5 72063,640,93,45227,11169
8600000US72064,72064,ZCTA5 72064,1110,69,42143,5171
8600000US72065,72065,ZCTA5 72065,1781,191,51703,3951
8600000US72067,72067,ZCTA5 72067,1231,135,36406,4694
8600000US72068,72068,ZCTA5 72068,214,58,29722,8140
8600000US72069,72069,ZCTA5 72069,745,104,35195,11861
8600000US72070,72070,ZCTA5 72070,793,150,39120,7751
8600000US72072,72072,ZCTA5 72072,167,44,38029,4201
8600000US72073,72073,ZCTA5 72073,471,68,34965,4696
8600000US72074,72074,ZCTA5 72074,69,31,13250,18279
8600000US72076,72076,ZCTA5 72076,14812,477,41832,2041
8600000US72079,72079,ZCTA5 72079,306,98,35221,13531
8600000US72080,72080,ZCTA5 72080,235,79,42722,6923
8600000US72081,72081,ZCTA5 72081,2831,223,45012,9622
8600000US72082,72082,ZCTA5 72082,888,140,30429,7547
8600000US72083,72083,ZCTA5 72083,89,26,42875,3273
8600000US72084,72084,ZCTA5 72084,569,91,37348,3119
8600000US72085,72085,ZCTA5 72085,88,29,31500,11894
8600000US72086,72086,ZCTA5 72086,3946,268,50760,4824
8600000US72087,72087,ZCTA5 72087,868,173,59917,12068
8600000US72088,72088,ZCTA5 72088,1221,143,31903,4985
8600000US72099,72099,ZCTA5 72099,0,11,-,**
8600000US72101,72101,ZCTA5 72101,1251,106,31196,4815
8600000US72102,72102,ZCTA5 72102,980,158,49703,7847
8600000US72103,72103,ZCTA5 72103,4668,313,47032,4152
8600000US72104,72104,ZCTA5 72104,8436,390,39626,4925
8600000US72106,72106,ZCTA5 72106,2277,184,41491,2203
8600000US72107,72107,ZCTA5 72107,158,40,40000,10729
8600000US72108,72108,ZCTA5 72108,24,23,56136,50700
8600000US72110,72110,ZCTA5 72110,4562,238,34048,3649
8600000US72111,72111,ZCTA5 72111,426,101,54444,8598
8600000US72112,72112,ZCTA5 72112,3581,307,29617,4653
8600000US72113,72113,ZCTA5 72113,8924,467,63696,5838
8600000US72114,72114,ZCTA5 72114,5236,264,19644,2658
8600000US72116,72116,ZCTA5 72116,9354,413,61854,3992
8600000US72117,72117,ZCTA5 72117,5032,262,37456,2082
8600000US72118,72118,ZCTA5 72118,8688,398,41152,2338
8600000US72119,72119,ZCTA5 72119,0,11,-,**
8600000US72120,72120,ZCTA5 72120,12270,470,60754,3472
8600000US72121,72121,ZCTA5 72121,1170,155,35915,9517
8600000US72122,72122,ZCTA5 72122,344,99,51333,34461
8600000US72123,72123,ZCTA5 72123,169,36,31528,9086
8600000US72125,72125,ZCTA5 72125,356,69,45000,16151
8600000US72126,72126,ZCTA5 72126,1360,162,39903,6693
8600000US72127,72127,ZCTA5 72127,903,132,37961,9246
8600000US72128,72128,ZCTA5 72128,328,51,34833,5444
8600000US72129,72129,ZCTA5 72129,542,83,33750,11059
8600000US72130,72130,ZCTA5 72130,166,52,53250,17289
8600000US72131,72131,ZCTA5 72131,1866,206,41361,6609
8600000US72132,72132,ZCTA5 72132,1210,118,53750,7776
8600000US72134,72134,ZCTA5 72134,150,49,46500,25183
8600000US72135,72135,ZCTA5 72135,1027,112,58706,9350
8600000US72136,72136,ZCTA5 72136,656,137,39032,10948
8600000US72137,72137,ZCTA5 72137,908,132,41848,12421
8600000US72139,72139,ZCTA5 72139,107,33,27250,16161
8600000US72140,72140,ZCTA5 72140,165,46,29432,15054
8600000US72141,72141,ZCTA5 72141,245,71,29750,5650
8600000US72142,72142,ZCTA5 72142,1090,144,52870,12987
8600000US72143,72143,ZCTA5 72143,13198,458,46897,2960
8600000US72149,72149,ZCTA5 72149,0,11,-,**
8600000US72150,72150,ZCTA5 72150,4423,210,50366,4677
8600000US72152,72152,ZCTA5 72152,188,76,37000,12669
8600000US72153,72153,ZCTA5 72153,1117,138,26655,13257
8600000US72156,72156,ZCTA5 72156,224,56,27045,20099
8600000US72157,72157,ZCTA5 72157,545,117,45521,14062
8600000US72160,72160,ZCTA5 72160,4479,255,39020,3745
8600000US72165,72165,ZCTA5 72165,0,11,-,**
8600000US72166,72166,ZCTA5 72166,133,56,42708,40668
8600000US72167,72167,ZCTA5 72167,617,134,46875,11048
8600000US72168,72168,ZCTA5 72168,137,47,25625,17220
8600000US72169,72169,ZCTA5 72169,84,27,26250,15735
8600000US72170,72170,ZCTA5 72170,82,23,48500,24832
8600000US72173,72173,ZCTA5 72173,3250,208,65719,6730
8600000US72175,72175,ZCTA5 72175,128,33,21667,8099
8600000US72176,72176,ZCTA5 72176,3105,256,43634,3768
8600000US72179,72179,ZCTA5 72179,181,78,26771,18796
8600000US72181,72181,ZCTA5 72181,8,13,17000,77881
8600000US72201,72201,ZCTA5 72201,621,112,65759,39363
8600000US72202,72202,ZCTA5 72202,5146,354,31916,4135
8600000US72204,72204,ZCTA5 72204,11714,419,31011,2258
8600000US72205,72205,ZCTA5 72205,10243,434,50281,2852
8600000US72206,72206,ZCTA5 72206,9519,399,35419,2067
8600000US72207,72207,ZCTA5 72207,4732,270,64563,9086
8600000US72209,72209,ZCTA5 72209,11175,557,29505,1517
8600000US72210,72210,ZCTA5 72210,5976,321,54551,7402
8600000US72211,72211,ZCTA5 72211,8728,434,61670,2906
8600000US72212,72212,ZCTA5 72212,5184,331,90742,8591
8600000US72223,72223,ZCTA5 72223,8011,361,86046,6562
8600000US72227,72227,ZCTA5 72227,5223,359,60557,7807
8600000US72301,72301,ZCTA5 72301,9628,339,29897,1900
8600000US72311,72311,ZCTA5 72311,57,25,19375,24042
8600000US72315,72315,ZCTA5 72315,9311,350,36928,4094
8600000US72320,72320,ZCTA5 72320,39,26,16932,10072
8600000US72321,72321,ZCTA5 72321,56,22,65000,24714
8600000US72322,72322,ZCTA5 72322,133,81,33607,2496
8600000US72324,72324,ZCTA5 72324,839,116,35417,10322
8600000US72325,72325,ZCTA5 72325,19,16,34750,79834
8600000US72326,72326,ZCTA5 72326,928,178,28688,6554
8600000US72327,72327,ZCTA5 72327,547,73,39228,5467
8600000US72328,72328,ZCTA5 72328,27,24,27109,24876
8600000US72329,72329,ZCTA5 72329,50,26,56429,33341
8600000US72330,72330,ZCTA5 72330,233,41,30268,5930
8600000US72331,72331,ZCTA5 72331,1135,109,29716,6279
8600000US72332,72332,ZCTA5 72332,22,17,9792,15682
8600000US72333,72333,ZCTA5 72333,300,65,19432,14143
8600000US72335,72335,ZCTA5 72335,5842,358,33169,2223
8600000US72338,72338,ZCTA5 72338,8,11,-,**
8600000US72339,72339,ZCTA5 72339,71,33,26932,21918
8600000US72340,72340,ZCTA5 72340,37,31,45298,25880
8600000US72341,72341,ZCTA5 72341,65,27,34063,22569
8600000US72342,72342,ZCTA5 72342,1988,148,24603,3649
8600000US72346,72346,ZCTA5 72346,279,68,30391,12206
8600000US72347,72347,ZCTA5 72347,321,66,26116,4076
8600000US72348,72348,ZCTA5 72348,1120,151,30786,9585
8600000US72350,72350,ZCTA5 72350,509,81,36103,9601
8600000US72351,72351,ZCTA5 72351,215,46,40461,11991
8600000US72353,72353,ZCTA5 72353,34,25,22045,62120
8600000US72354,72354,ZCTA5 72354,929,124,26583,7190
8600000US72355,72355,ZCTA5 72355,1094,178,39848,16395
8600000US72358,72358,ZCTA5 72358,440,75,25270,6966
8600000US72359,72359,ZCTA5 72359,228,60,14432,4792
8600000US72360,72360,ZCTA5 72360,2454,167,25361,4632
8600000US72364,72364,ZCTA5 72364,5503,245,59209,3098
8600000US72365,72365,ZCTA5 72365,1304,125,27500,7673
8600000US72366,72366,ZCTA5 72366,927,138,31576,5977
8600000US72367,72367,ZCTA5 72367,56,30,23056,4893
8600000US72368,72368,ZCTA5 72368,550,97,45714,12371
8600000US72370,72370,ZCTA5 72370,3039,209,30356,3722
8600000US72372,72372,ZCTA5 72372,872,105,39688,7239
8600000US72373,72373,ZCTA5 72373,582,88,19541,3987
8600000US72374,72374,ZCTA5 72374,354,113,34186,10425
8600000US72376,72376,ZCTA5 72376,659,118,49740,13621
8600000US72377,72377,ZCTA5 72377,8,11,-,**
8600000US72379,72379,ZCTA5 72379,31,27,19583,20762
8600000US72383,72383,ZCTA5 72383,35,50,-,**
8600000US72384,72384,ZCTA5 72384,321,66,22540,5678
8600000US72386,72386,ZCTA5 72386,652,82,32075,4705
8600000US72389,72389,ZCTA5 72389,130,52,20962,15332
8600000US72390,72390,ZCTA5 72390,3430,258,24792,4280
8600000US72392,72392,ZCTA5 72392,192,59,22115,22816
8600000US72394,72394,ZCTA5 72394,319,97,28589,6376
8600000US72395,72395,ZCTA5 72395,408,58,41429,13309
8600000US72396,72396,ZCTA5 72396,5089,188,39787,2432
8600000US72401,72401,ZCTA5 72401,20916,534,35249,2195
8600000US72404,72404,ZCTA5 72404,9650,378,56794,4386
8600000US72410,72410,ZCTA5 72410,151,49,19375,7670
8600000US72411,72411,ZCTA5 72411,916,82,36833,2788
8600000US72412,72412,ZCTA5 72412,268,66,37500,11095
8600000US72413,72413,ZCTA5 72413,269,58,35250,15030
8600000US72414,72414,ZCTA5 72414,165,52,43750,26203
8600000US72415,72415,ZCTA5 72415,444,67,37429,5662
8600000US72416,72416,ZCTA5 72416,2429,224,45437,4558
8600000US72417,72417,ZCTA5 72417,1379,197,43179,7751
8600000US72419,72419,ZCTA5 72419,658,94,31316,8296
8600000US72421,72421,ZCTA5 72421,193,59,37212,10806
8600000US72422,72422,ZCTA5 72422,2227,147,27097,2450
8600000US72424,72424,ZCTA5 72424,22,10,33750,13611
8600000US72425,72425,ZCTA5 72425,127,55,30114,33547
8600000US72426,72426,ZCTA5 72426,94,29,41250,17243
8600000US72427,72427,ZCTA5 72427,76,52,36607,757
8600000US72428,72428,ZCTA5 72428,16,11,39167,45715
8600000US72429,72429,ZCTA5 72429,145,29,34519,8776
8600000US72430,72430,ZCTA5 72430,144,37,44474,6627
8600000US72431,72431,ZCTA5 72431,199,46,28125,11269
8600000US72432,72432,ZCTA5 72432,2142,189,35728,5039
8600000US72433,72433,ZCTA5 72433,1257,124,28977,7061
8600000US72434,72434,ZCTA5 72434,824,166,37000,14390
8600000US72435,72435,ZCTA5 72435,193,49,39531,14138
8600000US72436,72436,ZCTA5 72436,298,75,35278,14492
8600000US72437,72437,ZCTA5 72437,1213,122,36654,4817
8600000US72438,72438,ZCTA5 72438,850,127,33904,3468
8600000US72440,72440,ZCTA5 72440,87,35,23250,15831
8600000US72441,72441,ZCTA5 72441,33,16,35313,12937
8600000US72442,72442,ZCTA5 72442,1835,168,33968,10207
8600000US72443,72443,ZCTA5 72443,1182,137,46429,13529
8600000US72444,72444,ZCTA5 72444,622,94,35405,7405
8600000US72445,72445,ZCTA5 72445,41,19,15893,6719
8600000US72447,72447,ZCTA5 72447,785,96,54188,11977
8600000US72449,72449,ZCTA5 72449,129,57,21929,1716
8600000US72450,72450,ZCTA5 72450,14355,309,39444,2369
8600000US72453,72453,ZCTA5 72453,69,24,30179,11059
8600000US72454,72454,ZCTA5 72454,2148,156,30654,3273
8600000US72455,72455,ZCTA5 72455,5092,283,38588,5001
8600000US72456,72456,ZCTA5 72456,212,61,25577,11593
8600000US72457,72457,ZCTA5 72457,65,22,17188,25801
8600000US72458,72458,ZCTA5 72458,382,88,46563,10078
8600000US72459,72459,ZCTA5 72459,652,105,25804,3256
8600000US72460,72460,ZCTA5 72460,247,106,31906,11989
8600000US72461,72461,ZCTA5 72461,1593,154,39403,4501
8600000US72462,72462,ZCTA5 72462,196,49,24375,10829
8600000US72464,72464,ZCTA5 72464,24,14,21250,18380
8600000US72466,72466,ZCTA5 72466,564,120,55909,13939
8600000US72467,72467,ZCTA5 72467,0,11,-,**
8600000US72469,72469,ZCTA5 72469,459,79,37284,5089
8600000US72470,72470,ZCTA5 72470,108,43,25625,11311
8600000US72471,72471,ZCTA5 72471,493,109,29417,7743
8600000US72472,72472,ZCTA5 72472,3707,197,32137,3966
8600000US72473,72473,ZCTA5 72473,1112,124,29758,6214
8600000US72476,72476,ZCTA5 72476,2643,212,32734,6709
8600000US72478,72478,ZCTA5 72478,154,90,53750,23344
8600000US72479,72479,ZCTA5 72479,710,98,44122,4649
8600000US72482,72482,ZCTA5 72482,458,102,20795,3434
8600000US72501,72501,ZCTA5 72501,9896,359,36158,1648
8600000US72512,72512,ZCTA5 72512,1277,127,25830,1808
8600000US72513,72513,ZCTA5 72513,1063,134,31073,2330
8600000US72515,72515,ZCTA5 72515,12,18,-,**
8600000US72517,72517,ZCTA5 72517,179,72,34219,38212
8600000US72519,72519,ZCTA5 72519,966,112,31019,4699
8600000US72520,72520,ZCTA5 72520,113,60,7435,42291
8600000US72521,72521,ZCTA5 72521,1922,221,31667,6630
8600000US72522,72522,ZCTA5 72522,191,77,40368,29653
8600000US72523,72523,ZCTA5 72523,494,110,20208,14097
8600000US72524,72524,ZCTA5 72524,82,48,40288,23147
8600000US72526,72526,ZCTA5 72526,72,33,26667,24932
8600000US72527,72527,ZCTA5 72527,201,76,73264,37239
8600000US72528,72528,ZCTA5 72528,41,32,34609,51122
8600000US72529,72529,ZCTA5 72529,2004,196,35759,4341
8600000US72530,72530,ZCTA5 72530,699,149,39471,12367
8600000US72531,72531,ZCTA5 72531,370,107,34919,7834
8600000US72532,72532,ZCTA5 72532,706,137,37614,8585
8600000US72533,72533,ZCTA5 72533,201,56,33438,16270
8600000US72534,72534,ZCTA5 72534,594,131,37819,16111
8600000US72536,72536,ZCTA5 72536,138,39,23750,15073
8600000US72537,72537,ZCTA5 72537,267,79,24883,7063
8600000US72538,72538,ZCTA5 72538,169,83,35182,18498
8600000US72539,72539,ZCTA5 72539,81,48,58090,26800
8600000US72540,72540,ZCTA5 72540,105,46,42321,21771
8600000US72542,72542,ZCTA5 72542,1672,180,35081,7948
8600000US72543,72543,ZCTA5 72543,4906,278,40153,5976
8600000US72544,72544,ZCTA5 72544,240,85,22604,10632
8600000US72546,72546,ZCTA5 72546,97,48,62625,78034
8600000US72550,72550,ZCTA5 72550,316,96,33854,30544
8600000US72553,72553,ZCTA5 72553,24,20,42955,23523
8600000US72554,72554,ZCTA5 72554,1386,172,37368,7221
8600000US72555,72555,ZCTA5 72555,62,33,42917,41165
8600000US72556,72556,ZCTA5 72556,1271,147,31028,5126
8600000US72560,72560,ZCTA5 72560,3691,262,29814,3522
8600000US72561,72561,ZCTA5 72561,406,73,29130,6093
8600000US72562,72562,ZCTA5 72562,968,125,36806,5554
8600000US72564,72564,ZCTA5 72564,293,108,16115,5927
8600000US72565,72565,ZCTA5 72565,352,85,31554,6534
8600000US72566,72566,ZCTA5 72566,212,77,29231,6963
8600000US72567,72567,ZCTA5 72567,174,72,24583,48033
8600000US72568,72568,ZCTA5 72568,562,147,34286,7917
8600000US72569,72569,ZCTA5 72569,108,59,22763,12536
8600000US72571,72571,ZCTA5 72571,126,67,31346,38684
8600000US72572,72572,ZCTA5 72572,70,36,46000,34503
8600000US72573,72573,ZCTA5 72573,85,42,40268,12377
8600000US72576,72576,ZCTA5 72576,1754,192,34348,7495
8600000US72577,72577,ZCTA5 72577,225,57,36172,9879
8600000US72578,72578,ZCTA5 72578,113,61,38942,36947
8600000US72579,72579,ZCTA5 72579,528,139,30688,8228
8600000US72581,72581,ZCTA5 72581,413,98,52750,14187
8600000US72583,72583,ZCTA5 72583,775,143,37518,13162
8600000US72584,72584,ZCTA5 72584,342,115,35882,17174
8600000US72585,72585,ZCTA5 72585,86,82,107663,101049
8600000US72587,72587,ZCTA5 72587,96,71,83889,148110
8600000US72601,72601,ZCTA5 72601,11931,362,39027,2055
8600000US72611,72611,ZCTA5 72611,575,108,47719,4710
8600000US72616,72616,ZCTA5 72616,3691,299,36603,2378
8600000US72617,72617,ZCTA5 72617,114,91,14167,4118
8600000US72619,72619,ZCTA5 72619,949,161,36153,1908
8600000US72623,72623,ZCTA5 72623,296,103,45139,12314
8600000US72624,72624,ZCTA5 72624,189,71,43350,5876
8600000US72626,72626,ZCTA5 72626,600,91,32500,7132
8600000US72628,72628,ZCTA5 72628,344,68,21667,7421
8600000US72629,72629,ZCTA5 72629,254,97,23194,7260
8600000US72630,72630,ZCTA5 72630,100,35,30000,6871
8600000US72631,72631,ZCTA5 72631,2024,222,39524,7812
8600000US72632,72632,ZCTA5 72632,2116,211,37169,5817
8600000US72633,72633,ZCTA5 72633,727,124,44922,10093
8600000US72634,72634,ZCTA5 72634,1839,175,33057,5183
8600000US72635,72635,ZCTA5 72635,1240,137,36500,6725
8600000US72636,72636,ZCTA5 72636,11,9,54375,35283
8600000US72638,72638,ZCTA5 72638,2630,223,35180,2792
8600000US72639,72639,ZCTA5 72639,250,75,21053,12573
8600000US72640,72640,ZCTA5 72640,134,54,16591,32152
8600000US72641,72641,ZCTA5 72641,1061,134,32821,10881
8600000US72642,72642,ZCTA5 72642,886,147,41289,4044
8600000US72644,72644,ZCTA5 72644,1112,152,32115,10510
8600000US72645,72645,ZCTA5 72645,762,109,29412,6416
8600000US72648,72648,ZCTA5 72648,262,72,46429,19232
8600000US72650,72650,ZCTA5 72650,1610,166,32932,3092
8600000US72651,72651,ZCTA5 72651,719,171,32411,8084
8600000US72653,72653,ZCTA5 72653,12745,460,36483,3176
8600000US72655,72655,ZCTA5 72655,220,61,31406,11270
8600000US72658,72658,ZCTA5 72658,853,168,32875,6655
8600000US72660,72660,ZCTA5 72660,275,74,27413,16398
8600000US72661,72661,ZCTA5 72661,194,83,29715,9773
8600000US72662,72662,ZCTA5 72662,1181,134,39732,4217
8600000US72663,72663,ZCTA5 72663,202,62,28274,6502
8600000US72666,72666,ZCTA5 72666,109,50,43125,42136
8600000US72668,72668,ZCTA5 72668,327,112,22161,19009
8600000US72669,72669,ZCTA5 72669,50,24,36250,35875
8600000US72670,72670,ZCTA5 72670,36,19,23438,27589
8600000US72672,72672,ZCTA5 72672,110,67,25625,27480
8600000US72675,72675,ZCTA5 72675,555,102,40729,3562
8600000US72677,72677,ZCTA5 72677,203,50,22031,6969
8600000US72679,72679,ZCTA5 72679,23,19,-,**
8600000US72680,72680,ZCTA5 72680,428,109,30536,9072
8600000US72682,72682,ZCTA5 72682,160,68,51154,32420
8600000US72683,72683,ZCTA5 72683,102,40,47083,21576
8600000US72685,72685,ZCTA5 72685,487,87,50947,9206
8600000US72686,72686,ZCTA5 72686,71,47,37784,32851
8600000US72687,72687,ZCTA5 72687,2461,217,32361,3595
8600000US72701,72701,ZCTA5 72701,15886,634,36834,3021
8600000US72703,72703,ZCTA5 72703,14007,528,37033,2391
8600000US72704,72704,ZCTA5 72704,8940,504,53095,4456
8600000US72712,72712,ZCTA5 72712,16291,500,71409,3355
8600000US72714,72714,ZCTA5 72714,4738,251,71660,4610
8600000US72715,72715,ZCTA5 72715,6879,292,57346,5987
8600000US72717,72717,ZCTA5 72717,370,101,38214,3929
8600000US72718,72718,ZCTA5 72718,686,127,88182,17528
8600000US72719,72719,ZCTA5 72719,3290,209,56854,7675
8600000US72721,72721,ZCTA5 72721,210,104,32857,18785
8600000US72722,72722,ZCTA5 72722,1056,144,41214,9136
8600000US72727,72727,ZCTA5 72727,2318,190,45965,5333
8600000US72729,72729,ZCTA5 72729,43,25,44886,52587
8600000US72730,72730,ZCTA5 72730,3151,260,52728,3898
8600000US72732,72732,ZCTA5 72732,1574,212,51184,5989
